,image_id,image_name,true_labels,true_boxes,predicted_labels,predicted_boxes
321,321,"[1643, 1643, 1643, 1643, 1643, 1643, 1643, 1643, 1643, 1643, 1643, 1643, 1643]","[3, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 6, 6]","[[60.0, 344.0, 157.0, 481.0], [159.0, 17.0, 258.0, 153.0], [208.0, 365.0, 259.0, 478.0], [108.0, 136.0, 207.0, 285.0], [6.0, 12.0, 105.0, 39.0], [105.0, 16.0, 156.0, 42.0], [257.0, 15.0, 356.0, 41.0], [207.0, 154.0, 258.0, 180.0], [307.0, 131.0, 359.0, 148.0], [59.0, 225.0, 108.0, 255.0], [109.0, 276.0, 206.0, 304.0], [310.0, 264.0, 362.0, 486.0], [259.0, 295.0, 308.0, 486.0]]","[5, 5, 5, 6, 6, 6, 4, 2, 3, 1]","[[3.604985475540161, 13.311895370483398, 106.74520111083984, 40.20791244506836], [105.7301254272461, 14.285860061645508, 157.6459197998047, 41.36640167236328], [255.99624633789062, 15.2343111038208, 357.90625, 41.118438720703125], [308.9212951660156, 256.6457824707031, 360.70684814453125, 483.1764221191406], [258.6390380859375, 291.5128173828125, 310.05645751953125, 471.2060546875], [258.27606201171875, 419.39215087890625, 308.76080322265625, 477.9805908203125], [57.794342041015625, 337.1311950683594, 157.1867218017578, 479.4478759765625], [53.592918395996094, 335.3779602050781, 154.21507263183594, 483.7940979003906], [54.87288284301758, 345.97772216796875, 159.42034912109375, 479.99334716796875], [57.8369026184082, 340.37823486328125, 154.05105590820312, 481.3266906738281]]"
322,322,"[1644, 1644, 1644, 1644, 1644, 1644, 1644, 1644, 1644, 1644, 1644, 1644, 1644, 1644, 1644]","[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6]","[[109.0, 32.0, 244.0, 173.0], [13.0, 21.0, 367.0, 31.0], [13.0, 31.0, 108.0, 64.0], [108.0, 33.0, 242.0, 94.0], [244.0, 34.0, 286.0, 44.0], [332.0, 29.0, 370.0, 62.0], [108.0, 213.0, 197.0, 232.0], [108.0, 437.0, 153.0, 450.0], [154.0, 435.0, 198.0, 449.0], [197.0, 213.0, 241.0, 219.0], [330.0, 173.0, 369.0, 192.0], [287.0, 192.0, 372.0, 313.0], [287.0, 314.0, 374.0, 483.0], [243.0, 260.0, 288.0, 322.0], [197.0, 323.0, 286.0, 483.0]]","[6, 6, 6, 6, 5, 5, 5, 5, 1]","[[242.26016235351562, 257.3147277832031, 285.964599609375, 321.3956298828125], [286.534912109375, 309.690673828125, 370.49224853515625, 482.4375915527344], [197.55186462402344, 319.6509704589844, 284.9026184082031, 480.2141418457031], [288.19970703125, 189.4021759033203, 371.2915344238281, 314.8918762207031], [13.776580810546875, 21.37767219543457, 369.4730224609375, 31.192411422729492], [97.3595199584961, 32.296207427978516, 241.29135131835938, 49.38400650024414], [108.18782806396484, 214.34466552734375, 196.57333374023438, 231.98886108398438], [107.89203643798828, 29.591928482055664, 241.04806518554688, 93.6167984008789], [127.20446014404297, 18.328632354736328, 245.91880798339844, 185.1010284423828]]"
323,323,"[1648, 1648, 1648, 1648, 1648, 1648]","[0, 5, 5, 5, 6, 6]","[[174.0, 27.0, 227.0, 189.0], [24.0, 29.0, 125.0, 66.0], [176.0, 26.0, 224.0, 67.0], [25.0, 137.0, 74.0, 164.0], [226.0, 26.0, 374.0, 263.0], [23.0, 211.0, 125.0, 482.0]]","[5, 5, 6, 6, 2, 4, 5, 3]","[[25.925046920776367, 27.025882720947266, 124.61866760253906, 66.02123260498047], [175.4086151123047, 26.90015411376953, 226.31105041503906, 64.88835906982422], [24.90201759338379, 210.56959533691406, 124.1152572631836, 477.97747802734375], [224.64462280273438, 23.812177658081055, 371.6749267578125, 256.8863220214844], [227.33297729492188, 307.9440002441406, 364.22735595703125, 482.5352478027344], [226.5970001220703, 304.84832763671875, 366.9237976074219, 495.26885986328125], [174.70838928222656, 319.7525634765625, 224.5425262451172, 331.54473876953125], [223.7037811279297, 315.2770080566406, 366.2216491699219, 482.1772766113281]]"
324,324,"[1649, 1649, 1649, 1649, 1649, 1649, 1649, 1649, 1649, 1649, 1649, 1649, 1649, 1649, 1649, 1649, 1649, 1649, 1649, 1649]","[0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 6]","[[101.0, 158.0, 144.0, 232.0], [100.0, 80.0, 141.0, 157.0], [56.0, 80.0, 100.0, 156.0], [190.0, 31.0, 235.0, 126.0], [10.0, 18.0, 366.0, 30.0], [10.0, 32.0, 55.0, 67.0], [55.0, 30.0, 145.0, 78.0], [144.0, 31.0, 189.0, 67.0], [189.0, 30.0, 233.0, 50.0], [233.0, 31.0, 321.0, 52.0], [322.0, 29.0, 367.0, 66.0], [234.0, 105.0, 279.0, 141.0], [278.0, 129.0, 323.0, 140.0], [324.0, 200.0, 369.0, 216.0], [324.0, 262.0, 369.0, 298.0], [56.0, 288.0, 101.0, 320.0], [145.0, 235.0, 189.0, 251.0], [189.0, 174.0, 234.0, 192.0], [11.0, 391.0, 55.0, 478.0], [279.0, 413.0, 323.0, 480.0]]","[5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 6]","[[54.94357681274414, 30.674407958984375, 144.33314514160156, 73.20343017578125], [144.38731384277344, 30.22610855102539, 188.8095703125, 66.37926483154297], [233.33949279785156, 104.43785095214844, 278.2859802246094, 140.0496063232422], [10.74549388885498, 30.94040298461914, 55.501522064208984, 66.34815216064453], [322.9920349121094, 30.659868240356445, 368.56402587890625, 64.94426727294922], [55.01558303833008, 286.6867370605469, 100.7427978515625, 322.1839599609375], [234.3271026611328, 32.220523834228516, 322.6396789550781, 52.31707000732422], [279.5927734375, 412.58050537109375, 323.1476745605469, 478.2578430175781], [12.467306137084961, 392.3775939941406, 54.722808837890625, 478.7384033203125], [4.416430950164795, 16.96845054626465, 335.6663513183594, 31.006099700927734], [323.0881652832031, 259.9812927246094, 370.972412109375, 478.0146179199219]]"
325,325,"[1653, 1653, 1653, 1653, 1653, 1653, 1653, 1653, 1653, 1653, 1653, 1653, 1653, 1653, 1653]","[0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6]","[[186.0, 38.0, 229.0, 112.0], [142.0, 38.0, 185.0, 111.0], [186.0, 113.0, 230.0, 177.0], [53.0, 19.0, 98.0, 56.0], [98.0, 19.0, 141.0, 55.0], [97.0, 142.0, 140.0, 157.0], [11.0, 18.0, 54.0, 32.0], [141.0, 20.0, 230.0, 36.0], [186.0, 321.0, 231.0, 332.0], [183.0, 388.0, 229.0, 400.0], [8.0, 92.0, 51.0, 119.0], [9.0, 118.0, 50.0, 208.0], [51.0, 168.0, 96.0, 208.0], [230.0, 20.0, 361.0, 482.0], [9.0, 208.0, 182.0, 483.0]]","[5, 5, 6, 6, 6, 6, 5, 5]","[[97.59724426269531, 19.462310791015625, 141.38885498046875, 54.47873306274414], [53.104454040527344, 18.536218643188477, 97.43397521972656, 54.37064743041992], [6.897886753082275, 205.84381103515625, 184.4817657470703, 472.8550109863281], [9.417078018188477, 117.42000579833984, 51.6910285949707, 207.43063354492188], [227.5238037109375, 13.128914833068848, 363.9507141113281, 479.42864990234375], [52.010929107666016, 167.27935791015625, 96.57080078125, 206.8173828125], [141.29092407226562, 19.134729385375977, 229.70594787597656, 37.3231201171875], [140.9816436767578, 19.510032653808594, 228.85389709472656, 55.99155807495117]]"
326,326,"[1656, 1656, 1656, 1656, 1656, 1656, 1656, 1656, 1656, 1656, 1656, 1656, 1656, 1656, 1656, 1656, 1656]","[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6]","[[314.0, 181.0, 364.0, 278.0], [24.0, 74.0, 122.0, 203.0], [123.0, 75.0, 170.0, 128.0], [170.0, 74.0, 219.0, 187.0], [219.0, 73.0, 265.0, 131.0], [264.0, 75.0, 313.0, 187.0], [312.0, 75.0, 360.0, 113.0], [26.0, 260.0, 123.0, 307.0], [123.0, 249.0, 171.0, 297.0], [26.0, 366.0, 124.0, 399.0], [26.0, 429.0, 126.0, 463.0], [124.0, 358.0, 171.0, 368.0], [172.0, 369.0, 220.0, 378.0], [314.0, 346.0, 362.0, 363.0], [266.0, 349.0, 315.0, 400.0], [315.0, 416.0, 362.0, 431.0], [123.0, 412.0, 219.0, 480.0]]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 6, 6]","[[170.4815216064453, 75.18592834472656, 218.38168334960938, 185.85520935058594], [218.17343139648438, 74.48831176757812, 265.9030456542969, 129.9751739501953], [122.64630126953125, 73.98487091064453, 169.4043426513672, 127.13451385498047], [264.8278503417969, 73.89784240722656, 313.38323974609375, 185.2713165283203], [26.43010139465332, 260.55889892578125, 122.67647552490234, 305.7741394042969], [123.24276733398438, 249.98280334472656, 171.4168701171875, 293.24114990234375], [26.197723388671875, 364.6732177734375, 124.77978515625, 398.458251953125], [266.8578796386719, 349.0998229980469, 314.2474670410156, 396.8213195800781], [26.141315460205078, 429.2588195800781, 124.46028137207031, 470.4767761230469], [123.459228515625, 409.2113037109375, 217.8564910888672, 478.4958801269531], [313.2333984375, 73.8502197265625, 361.6305847167969, 126.8963851928711], [20.59781837463379, 72.03820037841797, 122.98897552490234, 204.75840759277344], [314.539306640625, 414.74810791015625, 362.9393615722656, 424.0607604980469], [172.58216857910156, 368.64862060546875, 218.9325408935547, 376.2735595703125], [123.73613739013672, 357.9228820800781, 171.1015625, 366.71588134765625], [26.579059600830078, 430.23565673828125, 126.78157043457031, 482.87451171875], [312.7160949707031, 70.85556030273438, 361.4975280761719, 234.29071044921875]]"
327,327,"[1667, 1667, 1667, 1667, 1667, 1667, 1667, 1667, 1667, 1667, 1667, 1667, 1667, 1667, 1667, 1667, 1667, 1667, 1667]","[4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5]","[[214.0, 239.0, 297.0, 348.0], [213.0, 39.0, 346.0, 144.0], [213.0, 144.0, 346.0, 238.0], [302.0, 239.0, 347.0, 355.0], [299.0, 358.0, 347.0, 449.0], [299.0, 449.0, 348.0, 482.0], [214.0, 348.0, 299.0, 482.0], [36.0, 41.0, 122.0, 180.0], [34.0, 181.0, 121.0, 287.0], [33.0, 289.0, 124.0, 394.0], [34.0, 395.0, 122.0, 437.0], [34.0, 439.0, 78.0, 474.0], [79.0, 438.0, 124.0, 476.0], [124.0, 393.0, 167.0, 435.0], [124.0, 439.0, 212.0, 482.0], [168.0, 40.0, 213.0, 90.0], [168.0, 220.0, 213.0, 238.0], [168.0, 361.0, 213.0, 379.0], [124.0, 37.0, 166.0, 59.0]]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 2, 4, 3, 5, 1, 5]","[[212.44744873046875, 144.35572814941406, 349.0291442871094, 236.19309997558594], [34.05842971801758, 286.1725769042969, 122.98600006103516, 391.1627197265625], [214.9128875732422, 32.97883987426758, 346.8885498046875, 145.08421325683594], [34.75284194946289, 179.96058654785156, 123.81236267089844, 285.55780029296875], [35.778594970703125, 39.37962341308594, 126.01956939697266, 177.06411743164062], [300.8611755371094, 234.23477172851562, 348.71697998046875, 359.7832946777344], [300.2646484375, 358.0328674316406, 348.1437683105469, 404.62823486328125], [34.52225112915039, 389.7181396484375, 126.76351165771484, 440.45672607421875], [214.59280395507812, 341.0076599121094, 303.59930419921875, 479.33172607421875], [213.9972686767578, 238.05870056152344, 299.1963195800781, 344.2721862792969], [213.77174377441406, 238.95501708984375, 299.35650634765625, 347.6784973144531], [33.3729133605957, 442.5351257324219, 128.9513397216797, 476.2672424316406], [168.62908935546875, 41.21730422973633, 213.59156799316406, 215.572021484375], [212.9196014404297, 232.6716766357422, 302.4739990234375, 348.9515075683594], [211.09994506835938, 234.8666534423828, 300.83612060546875, 347.7569274902344], [215.79075622558594, 235.97531127929688, 301.5628967285156, 349.0978698730469], [215.30984497070312, 349.34979248046875, 304.3975830078125, 473.9066162109375], [213.51358032226562, 340.16680908203125, 303.12933349609375, 476.9833984375], [169.5185089111328, 40.32866287231445, 214.08938598632812, 124.965087890625]]"
328,328,"[1674, 1674, 1674, 1674, 1674, 1674, 1674, 1674, 1674, 1674, 1674, 1674, 1674, 1674, 1674, 1674, 1674, 1674, 1674, 1674]","[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5]","[[189.0, 190.0, 234.0, 281.0], [11.0, 22.0, 57.0, 57.0], [100.0, 22.0, 188.0, 38.0], [100.0, 37.0, 145.0, 55.0], [56.0, 83.0, 100.0, 93.0], [187.0, 20.0, 233.0, 57.0], [233.0, 20.0, 276.0, 59.0], [144.0, 156.0, 190.0, 172.0], [189.0, 191.0, 234.0, 201.0], [145.0, 208.0, 190.0, 220.0], [191.0, 432.0, 235.0, 445.0], [13.0, 108.0, 56.0, 175.0], [13.0, 174.0, 101.0, 283.0], [12.0, 284.0, 101.0, 373.0], [14.0, 372.0, 101.0, 481.0], [104.0, 308.0, 190.0, 436.0], [103.0, 438.0, 191.0, 481.0], [322.0, 65.0, 365.0, 94.0], [234.0, 93.0, 366.0, 270.0], [235.0, 268.0, 364.0, 302.0]]","[5, 5, 5, 6, 6, 5, 6, 6, 5, 6, 6, 1, 6, 1, 2]","[[188.24378967285156, 21.058801651000977, 232.73348999023438, 55.44162368774414], [232.34060668945312, 21.147741317749023, 277.0020751953125, 56.87397003173828], [11.442867279052734, 22.06777572631836, 56.989356994628906, 56.588523864746094], [14.060760498046875, 370.32427978515625, 102.87830352783203, 478.8786315917969], [103.65479278564453, 306.1968078613281, 186.3326416015625, 435.706787109375], [232.00523376464844, 268.013427734375, 366.3162841796875, 301.9845275878906], [12.95911979675293, 280.20989990234375, 101.17129516601562, 370.7334899902344], [234.5994415283203, 91.20064544677734, 364.25146484375, 268.362548828125], [100.42996978759766, 21.60930061340332, 189.50936889648438, 54.19453430175781], [12.236422538757324, 17.205358505249023, 55.84452819824219, 115.81005859375], [11.5179443359375, 176.02731323242188, 101.39823150634766, 285.77593994140625], [11.57976245880127, 175.2410888671875, 100.92061614990234, 279.4029235839844], [246.40455627441406, 278.3270568847656, 366.20880126953125, 488.1921081542969], [258.2189636230469, 292.5643005371094, 365.4127197265625, 470.2829284667969], [13.057694435119629, 174.88668823242188, 95.99256896972656, 283.1036376953125]]"
329,329,"[1675, 1675, 1675, 1675, 1675, 1675, 1675, 1675, 1675, 1675, 1675, 1675, 1675, 1675]","[4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[119.0, 77.0, 230.0, 218.0], [7.0, 77.0, 63.0, 144.0], [285.0, 77.0, 342.0, 143.0], [119.0, 218.0, 174.0, 255.0], [175.0, 217.0, 229.0, 255.0], [64.0, 264.0, 120.0, 272.0], [63.0, 391.0, 119.0, 400.0], [7.0, 436.0, 62.0, 448.0], [120.0, 329.0, 176.0, 341.0], [121.0, 433.0, 175.0, 443.0], [229.0, 188.0, 286.0, 198.0], [229.0, 265.0, 284.0, 273.0], [231.0, 317.0, 283.0, 327.0], [285.0, 375.0, 340.0, 386.0]]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 2, 5, 1]","[[7.375426769256592, 77.48290252685547, 64.080078125, 144.11468505859375], [284.2126770019531, 76.44117736816406, 342.54461669921875, 143.78675842285156], [118.94358825683594, 218.16282653808594, 174.09788513183594, 255.20156860351562], [174.79248046875, 217.939697265625, 229.5422821044922, 253.3303680419922], [119.67162322998047, 329.3711853027344, 174.31216430664062, 340.3039245605469], [227.7510223388672, 187.35336303710938, 285.353515625, 198.05758666992188], [63.83774948120117, 389.9649658203125, 119.93351745605469, 399.87744140625], [63.48420715332031, 262.9660339355469, 120.03937530517578, 273.1123046875], [284.08685302734375, 374.2171936035156, 340.723388671875, 386.16033935546875], [228.56204223632812, 263.94091796875, 285.6383972167969, 274.0448913574219], [6.18550443649292, 435.4866027832031, 63.68974304199219, 446.4322814941406], [117.93079376220703, 432.48577880859375, 173.25218200683594, 442.4348449707031], [228.78285217285156, 315.4567565917969, 285.3052673339844, 326.4160461425781], [121.31858825683594, 71.97679138183594, 227.40496826171875, 223.86854553222656], [111.95726776123047, 70.99307250976562, 223.9429168701172, 215.18466186523438], [9.99056339263916, 65.38959503173828, 341.89306640625, 76.00779724121094], [116.57080841064453, 69.86263275146484, 228.57823181152344, 213.80947875976562]]"
330,330,"[1676, 1676, 1676, 1676, 1676, 1676, 1676, 1676, 1676, 1676, 1676, 1676, 1676, 1676, 1676, 1676, 1676, 1676, 1676, 1676, 1676]","[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[98.0, 126.0, 146.0, 285.0], [5.0, 69.0, 352.0, 100.0], [47.0, 99.0, 352.0, 125.0], [298.0, 127.0, 352.0, 220.0], [246.0, 128.0, 298.0, 182.0], [146.0, 127.0, 246.0, 208.0], [46.0, 127.0, 98.0, 182.0], [1.0, 101.0, 47.0, 196.0], [47.0, 234.0, 96.0, 289.0], [96.0, 284.0, 146.0, 341.0], [146.0, 271.0, 247.0, 310.0], [145.0, 357.0, 199.0, 415.0], [247.0, 351.0, 296.0, 387.0], [247.0, 422.0, 350.0, 457.0], [0.0, 419.0, 97.0, 455.0], [0.0, 371.0, 47.0, 381.0], [47.0, 375.0, 97.0, 384.0], [97.0, 370.0, 147.0, 382.0], [97.0, 407.0, 146.0, 418.0], [96.0, 443.0, 146.0, 455.0], [298.0, 385.0, 346.0, 395.0]]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5]","[[247.5956268310547, 126.69940948486328, 298.5282897949219, 181.04391479492188], [47.31700134277344, 126.4691162109375, 97.91275024414062, 182.8930206298828], [146.3543243408203, 357.3501281738281, 196.8717498779297, 413.81243896484375], [96.7004165649414, 286.0184020996094, 146.51608276367188, 339.93023681640625], [146.02081298828125, 125.5744857788086, 249.31175231933594, 208.2194061279297], [46.041648864746094, 233.17312622070312, 96.56465148925781, 288.8556213378906], [297.85479736328125, 127.54955291748047, 350.7818298339844, 219.21728515625], [2.517120122909546, 107.37572479248047, 44.819889068603516, 197.06463623046875], [247.2525634765625, 352.9163818359375, 297.550537109375, 379.52618408203125], [146.33526611328125, 272.3091735839844, 248.00245666503906, 310.3738098144531], [96.1665267944336, 369.27545166015625, 146.33265686035156, 381.76422119140625], [247.9455108642578, 419.4827880859375, 353.0187072753906, 474.072509765625], [0.0, 418.5801086425781, 95.21624755859375, 473.56585693359375], [13.767471313476562, 66.15833282470703, 341.8832092285156, 122.56635284423828], [247.28573608398438, 420.5631408691406, 353.41064453125, 468.18951416015625]]"
331,331,"[1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678, 1678]","[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6]","[[252.0, 221.0, 310.0, 356.0], [82.0, 19.0, 139.0, 29.0], [82.0, 80.0, 139.0, 98.0], [88.0, 351.0, 138.0, 360.0], [198.0, 277.0, 251.0, 292.0], [252.0, 133.0, 307.0, 143.0], [253.0, 354.0, 310.0, 362.0], [254.0, 392.0, 312.0, 400.0], [253.0, 431.0, 311.0, 438.0], [140.0, 18.0, 193.0, 28.0], [250.0, 18.0, 364.0, 131.0], [308.0, 184.0, 365.0, 255.0], [309.0, 257.0, 367.0, 311.0], [310.0, 310.0, 367.0, 362.0], [310.0, 363.0, 366.0, 476.0], [141.0, 388.0, 196.0, 479.0]]","[5, 6, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5]","[[82.25119018554688, 79.34231567382812, 138.4877471923828, 98.07827758789062], [309.3876953125, 309.3746337890625, 367.3807373046875, 359.7027282714844], [307.6228942871094, 256.2095947265625, 368.3406066894531, 308.8909606933594], [310.6949157714844, 360.8836975097656, 366.1774597167969, 477.39996337890625], [250.06065368652344, 17.031295776367188, 363.9893798828125, 128.5244140625], [140.85011291503906, 384.7730712890625, 195.56443786621094, 478.9529113769531], [80.2021255493164, 18.368146896362305, 137.06314086914062, 29.57219696044922], [308.91009521484375, 182.20382690429688, 364.214599609375, 255.45848083496094], [136.83143615722656, 18.147432327270508, 193.69810485839844, 26.996889114379883], [309.6192932128906, 183.96307373046875, 364.5110778808594, 196.33778381347656], [251.62005615234375, 133.5611572265625, 308.3504943847656, 142.0145263671875], [85.03739166259766, 351.4974060058594, 141.07444763183594, 361.3441162109375], [253.0858154296875, 429.84808349609375, 310.40032958984375, 438.6795349121094], [254.28025817871094, 354.6339111328125, 309.234375, 362.69775390625], [197.17726135253906, 278.6004333496094, 252.98265075683594, 288.5464172363281], [251.85360717773438, 19.80756950378418, 363.795654296875, 38.22156524658203]]"
332,332,"[1684, 1684, 1684, 1684, 1684, 1684, 1684, 1684, 1684, 1684]","[4, 6, 6, 6, 5, 5, 5, 5, 5, 5]","[[57.0, 26.0, 183.0, 154.0], [231.0, 71.0, 362.0, 198.0], [57.0, 196.0, 362.0, 482.0], [11.0, 331.0, 57.0, 484.0], [12.0, 26.0, 58.0, 65.0], [11.0, 190.0, 57.0, 227.0], [100.0, 155.0, 145.0, 170.0], [186.0, 24.0, 231.0, 65.0], [231.0, 26.0, 274.0, 41.0], [319.0, 25.0, 364.0, 41.0]]","[5, 5, 5, 6, 6, 6, 6, 2, 2, 1, 4, 5, 3, 1]","[[11.396693229675293, 25.30178451538086, 56.79425811767578, 64.70755767822266], [11.670114517211914, 189.03770446777344, 56.33447265625, 227.84024047851562], [186.34979248046875, 24.587465286254883, 230.6870880126953, 63.339908599853516], [231.98863220214844, 68.5526351928711, 363.2503967285156, 196.2333221435547], [11.533735275268555, 332.1137390136719, 55.77166748046875, 423.2249755859375], [13.25346851348877, 420.54736328125, 54.75354766845703, 458.88555908203125], [58.7914924621582, 197.38229370117188, 357.8339538574219, 497.617919921875], [57.698158264160156, 13.68420696258545, 185.6818084716797, 158.2435760498047], [62.28739547729492, 272.674072265625, 359.6669616699219, 479.3501892089844], [57.32081985473633, 15.485280990600586, 188.13194274902344, 157.36154174804688], [62.1574592590332, 20.086679458618164, 185.22335815429688, 160.03762817382812], [42.24280548095703, 304.9176940917969, 358.85833740234375, 336.1806335449219], [57.14690017700195, 24.526966094970703, 186.8237762451172, 154.28176879882812], [62.653221130371094, 250.37635803222656, 356.185546875, 476.8294982910156]]"
